GEO_ID,State ID,County ID,Census Tract ID,NAME,State Total,Total Non-White,Unemployment Rate Ages 16+,Total Population,Total Population Under 5,Total Population over 64,Total Households,Total Households Below Poverty,Estimate!!Total!!All households,Estimate!!Limited English-speaking households!!All households,Total Households,Housing Burdened Homes,Total,Total Less Than High School Education
1400000US37147000604,37,147,37147000604,"Census Tract 6.04, Pitt County, North Carolina",5129,3046,5.3,5129,110,868,2854,432,2854,19,1241,165,3603,400
1400000US37147000605,37,147,37147000605,"Census Tract 6.05, Pitt County, North Carolina",5527,4103,8.4,5527,465,449,2404,596,2404,103,177,0,3499,413
1400000US37147000606,37,147,37147000606,"Census Tract 6.06, Pitt County, North Carolina",3343,1464,0,3343,422,459,1240,331,1240,0,685,163,2136,31
1400000US37147000607,37,147,37147000607,"Census Tract 6.07, Pitt County, North Carolina",6768,3339,2.6,6768,766,859,2795,172,2795,35,1578,501,4590,158
1400000US37147000701,37,147,37147000701,"Census Tract 7.01, Pitt County, North Carolina",3263,2472,12.8,3263,304,308,1578,555,1578,15,183,66,1848,413
1400000US37147000702,37,147,37147000702,"Census Tract 7.02, Pitt County, North Carolina",2636,2504,30,2636,156,376,1010,493,1010,0,265,45,1702,474
1400000US37147000800,37,147,37147000800,"Census Tract 8, Pitt County, North Carolina",2929,2464,12,2929,112,489,1119,393,1119,33,587,164,1817,428
1400000US37147000901,37,147,37147000901,"Census Tract 9.01, Pitt County, North Carolina",4423,2135,5.2,4423,172,501,1932,518,1932,0,1017,219,2197,319
1400000US37147000902,37,147,37147000902,"Census Tract 9.02, Pitt County, North Carolina",3280,2041,13.4,3280,347,483,1070,311,1070,29,660,207,1824,268
1400000US37147001001,37,147,37147001001,"Census Tract 10.01, Pitt County, North Carolina",2493,574,5.1,2493,104,352,872,142,872,0,597,39,1347,56
1400000US37147001002,37,147,37147001002,"Census Tract 10.02, Pitt County, North Carolina",6267,2095,1.7,6267,173,914,2297,153,2297,29,1998,198,4231,537
1400000US37147001003,37,147,37147001003,"Census Tract 10.03, Pitt County, North Carolina",5321,1098,9.5,5321,337,778,2128,41,2128,17,1673,222,3670,97
1400000US37147001100,37,147,37147001100,"Census Tract 11, Pitt County, North Carolina",5064,1920,10.6,5064,297,967,2014,223,2014,192,1477,280,3713,522
1400000US37147001200,37,147,37147001200,"Census Tract 12, Pitt County, North Carolina",6007,2437,13.2,6007,237,895,2413,457,2413,129,1611,496,3686,809
1400000US37147001301,37,147,37147001301,"Census Tract 13.01, Pitt County, North Carolina",3882,1905,9.2,3882,315,592,1690,208,1690,17,1116,118,2636,247
1400000US37147001302,37,147,37147001302,"Census Tract 13.02, Pitt County, North Carolina",5788,2423,3.8,5788,459,740,2405,135,2405,1,2123,658,3813,111
1400000US37147001304,37,147,37147001304,"Census Tract 13.04, Pitt County, North Carolina",3686,960,0,3686,132,522,1543,0,1543,0,1431,305,2674,43
1400000US37147001305,37,147,37147001305,"Census Tract 13.05, Pitt County, North Carolina",3828,1651,3,3828,337,295,1756,145,1756,18,824,155,2512,80
1400000US37147001402,37,147,37147001402,"Census Tract 14.02, Pitt County, North Carolina",2389,941,6.2,2389,30,597,1107,239,1107,39,773,201,1845,205
1400000US37147001403,37,147,37147001403,"Census Tract 14.03, Pitt County, North Carolina",2692,740,6.2,2692,101,509,1283,186,1283,25,806,163,2047,397
1400000US37147001404,37,147,37147001404,"Census Tract 14.04, Pitt County, North Carolina",1865,1523,9.7,1865,156,315,644,243,644,18,387,92,1069,197
1400000US37147001500,37,147,37147001500,"Census Tract 15, Pitt County, North Carolina",3226,1621,9.8,3226,168,598,1509,333,1509,9,736,165,2154,325
1400000US37147001601,37,147,37147001601,"Census Tract 16.01, Pitt County, North Carolina",4673,1460,3.1,4673,395,777,1808,181,1808,24,1321,166,3254,188
1400000US37147001602,37,147,37147001602,"Census Tract 16.02, Pitt County, North Carolina",4720,2734,6.1,4720,567,521,2037,479,2037,96,891,174,3054,216
1400000US37147001700,37,147,37147001700,"Census Tract 17, Pitt County, North Carolina",4149,1449,7.1,4149,234,534,1674,129,1674,27,1119,258,2998,308
1400000US37147001800,37,147,37147001800,"Census Tract 18, Pitt County, North Carolina",5991,3631,5.8,5991,323,1306,2463,557,2463,0,1457,299,4097,566
1400000US37147001900,37,147,37147001900,"Census Tract 19, Pitt County, North Carolina",2591,1049,11.6,2591,37,857,1273,224,1273,0,975,216,2033,292
1400000US37147002002,37,147,37147002002,"Census Tract 20.02, Pitt County, North Carolina",5055,3261,5.6,5055,131,909,1990,337,1990,0,1386,209,3627,608
1400000US37147002003,37,147,37147002003,"Census Tract 20.03, Pitt County, North Carolina",4014,3374,3.7,4014,465,567,1546,285,1546,86,623,188,2657,706
1400000US37147002004,37,147,37147002004,"Census Tract 20.04, Pitt County, North Carolina",1301,577,6.9,1301,15,157,538,58,538,16,478,156,808,96
1400000US37149920101,37,149,37149920101,"Census Tract 9201.01, Polk County, North Carolina",3102,823,1.5,3102,140,660,1290,121,1290,0,1085,269,2422,303
1400000US37149920103,37,149,37149920103,"Census Tract 9201.03, Polk County, North Carolina",2922,246,3.5,2922,86,782,1189,186,1189,14,882,144,2121,137
1400000US37149920104,37,149,37149920104,"Census Tract 9201.04, Polk County, North Carolina",3212,466,1.2,3212,125,1054,1385,124,1385,18,935,109,2400,175
1400000US37149920201,37,149,37149920201,"Census Tract 9202.01, Polk County, North Carolina",2682,555,4.2,2682,173,577,1098,41,1098,0,926,176,1970,68
1400000US37149920202,37,149,37149920202,"Census Tract 9202.02, Polk County, North Carolina",1531,165,2.4,1531,46,406,738,40,738,14,547,90,1143,160
1400000US37149920301,37,149,37149920301,"Census Tract 9203.01, Polk County, North Carolina",1013,98,6,1013,23,354,514,69,514,20,357,53,844,63
1400000US37149920303,37,149,37149920303,"Census Tract 9203.03, Polk County, North Carolina",2383,80,9.4,2383,107,777,996,86,996,0,848,161,1947,81
1400000US37149920304,37,149,37149920304,"Census Tract 9203.04, Polk County, North Carolina",2568,263,4.2,2568,57,1313,1386,198,1386,0,940,199,2301,126
1400000US37151030100,37,151,37151030100,"Census Tract 301, Randolph County, North Carolina",4159,1739,5,4159,241,684,1929,501,1929,179,611,147,3002,660
1400000US37151030201,37,151,37151030201,"Census Tract 302.01, Randolph County, North Carolina",3150,1162,0.9,3150,108,661,1577,367,1577,98,806,196,2392,415
1400000US37151030202,37,151,37151030202,"Census Tract 302.02, Randolph County, North Carolina",4436,1607,2.4,4436,233,984,1899,393,1899,81,1503,244,3425,692
1400000US37151030301,37,151,37151030301,"Census Tract 303.01, Randolph County, North Carolina",6180,2711,4,6180,341,907,2460,288,2460,31,1297,103,3922,715
1400000US37151030302,37,151,37151030302,"Census Tract 303.02, Randolph County, North Carolina",3294,2398,13.9,3294,357,566,1061,438,1061,88,314,99,1942,587
1400000US37151030400,37,151,37151030400,"Census Tract 304, Randolph County, North Carolina",5658,3030,7.2,5658,349,686,1983,390,1983,57,907,124,3370,1050
1400000US37151030502,37,151,37151030502,"Census Tract 305.02, Randolph County, North Carolina",5193,1021,1.3,5193,243,1015,1907,152,1907,17,1570,391,3478,418
1400000US37151030503,37,151,37151030503,"Census Tract 305.03, Randolph County, North Carolina",4893,819,3.6,4893,350,1055,1998,368,1998,0,1733,327,3460,337
1400000US37151030504,37,151,37151030504,"Census Tract 305.04, Randolph County, North Carolina",5545,145,2.9,5545,362,803,2212,517,2212,0,1684,252,4192,1002
1400000US37151030600,37,151,37151030600,"Census Tract 306, Randolph County, North Carolina",7239,1249,2.2,7239,320,1531,2722,199,2722,23,2023,266,5325,534
1400000US37151030700,37,151,37151030700,"Census Tract 307, Randolph County, North Carolina",6350,566,3.6,6350,222,1325,2487,250,2487,67,2121,194,4523,541
1400000US37151030803,37,151,37151030803,"Census Tract 308.03, Randolph County, North Carolina",3336,346,0.5,3336,147,531,1364,31,1364,0,1220,53,2393,379
1400000US37151030804,37,151,37151030804,"Census Tract 308.04, Randolph County, North Carolina",2540,17,5.6,2540,157,530,1172,69,1172,0,1137,286,1826,163
1400000US37151030805,37,151,37151030805,"Census Tract 308.05, Randolph County, North Carolina",4160,794,6,4160,165,569,1485,241,1485,0,982,185,2645,311
1400000US37151030806,37,151,37151030806,"Census Tract 308.06, Randolph County, North Carolina",2875,971,3.2,2875,203,380,1082,198,1082,0,845,325,1903,207
1400000US37151030900,37,151,37151030900,"Census Tract 309, Randolph County, North Carolina",3899,611,4.5,3899,236,603,1580,170,1580,0,1397,164,2870,413
1400000US37151031001,37,151,37151031001,"Census Tract 310.01, Randolph County, North Carolina",3256,953,3.5,3256,299,440,1153,321,1153,0,783,108,2208,453
1400000US37151031002,37,151,37151031002,"Census Tract 310.02, Randolph County, North Carolina",4092,911,8.5,4092,177,982,1494,238,1494,20,1041,218,2874,654
1400000US37151031101,37,151,37151031101,"Census Tract 311.01, Randolph County, North Carolina",3254,121,5.2,3254,105,367,1107,187,1107,0,859,151,2208,668
1400000US37151031102,37,151,37151031102,"Census Tract 311.02, Randolph County, North Carolina",2928,730,2.1,2928,217,271,846,113,846,13,594,158,1654,329
1400000US37151031200,37,151,37151031200,"Census Tract 312, Randolph County, North Carolina",5228,1482,9.8,5228,187,1065,2089,296,2089,77,1218,94,3827,598
1400000US37151031303,37,151,37151031303,"Census Tract 313.03, Randolph County, North Carolina",4249,103,5,4249,200,827,1765,158,1765,0,1468,178,2970,281
1400000US37151031304,37,151,37151031304,"Census Tract 313.04, Randolph County, North Carolina",4660,615,5.5,4660,144,858,1779,295,1779,0,1339,147,3163,539
1400000US37151031305,37,151,37151031305,"Census Tract 313.05, Randolph County, North Carolina",4256,1121,9.2,4256,306,574,1617,339,1617,44,1120,319,2825,656
1400000US37151031307,37,151,37151031307,"Census Tract 313.07, Randolph County, North Carolina",4203,365,3.3,4203,201,534,1487,37,1487,0,1288,280,2992,305
1400000US37151031308,37,151,37151031308,"Census Tract 313.08, Randolph County, North Carolina",2328,109,9.5,2328,71,367,1000,153,1000,0,860,135,1772,118
1400000US37151031401,37,151,37151031401,"Census Tract 314.01, Randolph County, North Carolina",5273,925,1.7,5273,641,567,1892,323,1892,47,1272,163,3212,701
1400000US37151031402,37,151,37151031402,"Census Tract 314.02, Randolph County, North Carolina",3396,1535,12.3,3396,192,562,1324,222,1324,53,1073,157,2249,352
1400000US37151031501,37,151,37151031501,"Census Tract 315.01, Randolph County, North Carolina",5717,210,2.8,5717,607,1169,2165,258,2165,0,1787,195,4024,311
1400000US37151031503,37,151,37151031503,"Census Tract 315.03, Randolph County, North Carolina",2905,918,5.7,2905,75,478,1337,97,1337,5,776,146,2178,313
1400000US37151031504,37,151,37151031504,"Census Tract 315.04, Randolph County, North Carolina",5803,703,4,5803,228,1479,2184,70,2184,0,1985,203,4315,392
1400000US37151031505,37,151,37151031505,"Census Tract 315.05, Randolph County, North Carolina",3711,489,2.5,3711,154,915,1363,226,1363,0,1143,77,2658,225
1400000US37151031601,37,151,37151031601,"Census Tract 316.01, Randolph County, North Carolina",4391,992,3.9,4391,163,877,1713,187,1713,55,1256,267,3119,594
1400000US37151031602,37,151,37151031602,"Census Tract 316.02, Randolph County, North Carolina",1178,292,4.4,1178,51,210,524,97,524,6,298,61,846,152
1400000US37153970100,37,153,37153970100,"Census Tract 9701, Richmond County, North Carolina",3774,1848,1.2,3774,210,344,1062,105,1062,14,909,217,2563,539
1400000US37153970200,37,153,37153970200,"Census Tract 9702, Richmond County, North Carolina",4339,1705,8.3,4339,217,889,1728,188,1728,102,1364,362,3193,630
1400000US37153970300,37,153,37153970300,"Census Tract 9703, Richmond County, North Carolina",4127,1220,7.9,4127,260,1151,1647,155,1647,0,1130,172,3108,601
1400000US37153970400,37,153,37153970400,"Census Tract 9704, Richmond County, North Carolina",4151,1523,3.3,4151,238,761,1645,171,1645,22,1382,325,3040,318
1400000US37153970500,37,153,37153970500,"Census Tract 9705, Richmond County, North Carolina",2899,1583,10.6,2899,129,369,948,373,948,0,427,176,1813,167
1400000US37153970600,37,153,37153970600,"Census Tract 9706, Richmond County, North Carolina",4204,2086,11.3,4204,374,847,1662,693,1662,38,560,145,2529,420
1400000US37153970700,37,153,37153970700,"Census Tract 9707, Richmond County, North Carolina",3324,1385,6.9,3324,305,401,1206,552,1206,0,747,304,1858,379
1400000US37153970800,37,153,37153970800,"Census Tract 9708, Richmond County, North Carolina",4054,2345,19,4054,324,856,1735,413,1735,106,1144,363,2896,335
1400000US37153970900,37,153,37153970900,"Census Tract 9709, Richmond County, North Carolina",4837,1801,4.7,4837,131,724,1738,431,1738,19,1198,267,3303,390
1400000US37153971000,37,153,37153971000,"Census Tract 9710, Richmond County, North Carolina",4052,2206,14.3,4052,131,663,1436,377,1436,108,797,141,2656,489
1400000US37153971100,37,153,37153971100,"Census Tract 9711, Richmond County, North Carolina",3540,1391,12.4,3540,369,625,1485,579,1485,0,963,278,2455,829
1400000US37155960101,37,155,37155960101,"Census Tract 9601.01, Robeson County, North Carolina",3423,2247,5.8,3423,175,515,1227,383,1227,125,846,228,2204,575
1400000US37155960102,37,155,37155960102,"Census Tract 9601.02, Robeson County, North Carolina",4399,2780,9.5,4399,526,723,1513,264,1513,109,927,171,2688,697
1400000US37155960202,37,155,37155960202,"Census Tract 9602.02, Robeson County, North Carolina",3822,3460,7.2,3822,235,554,1535,614,1535,107,1026,202,2633,738
1400000US37155960203,37,155,37155960203,"Census Tract 9602.03, Robeson County, North Carolina",2561,1430,2.2,2561,95,402,1098,210,1098,43,825,170,1892,420
1400000US37155960204,37,155,37155960204,"Census Tract 9602.04, Robeson County, North Carolina",1613,1055,6.9,1613,6,259,689,132,689,57,479,99,1173,220
1400000US37155960301,37,155,37155960301,"Census Tract 9603.01, Robeson County, North Carolina",3212,2646,9.8,3212,216,532,1194,437,1194,0,624,162,2053,416
1400000US37155960302,37,155,37155960302,"Census Tract 9603.02, Robeson County, North Carolina",2418,1899,6.1,2418,125,531,788,272,788,0,533,92,1695,565
1400000US37155960402,37,155,37155960402,"Census Tract 9604.02, Robeson County, North Carolina",3890,3646,5.1,3890,239,554,1382,445,1382,22,1072,252,2355,598
1400000US37155960403,37,155,37155960403,"Census Tract 9604.03, Robeson County, North Carolina",2767,2583,9.4,2767,265,312,931,257,931,0,705,142,1655,412
1400000US37155960404,37,155,37155960404,"Census Tract 9604.04, Robeson County, North Carolina",3439,3324,0.8,3439,193,488,1386,205,1386,0,1152,160,2281,238
1400000US37155960501,37,155,37155960501,"Census Tract 9605.01, Robeson County, North Carolina",2964,2894,5.4,2964,106,407,1050,326,1050,0,722,162,1921,308
1400000US37155960502,37,155,37155960502,"Census Tract 9605.02, Robeson County, North Carolina",4684,3835,6.5,4684,200,320,1086,445,1086,2,408,103,1634,216
1400000US37155960503,37,155,37155960503,"Census Tract 9605.03, Robeson County, North Carolina",1623,1553,1.6,1623,153,279,604,141,604,0,356,119,1055,185
1400000US37155960601,37,155,37155960601,"Census Tract 9606.01, Robeson County, North Carolina",4259,3984,9.1,4259,339,464,1421,385,1421,0,1010,238,2756,731
1400000US37155960602,37,155,37155960602,"Census Tract 9606.02, Robeson County, North Carolina",1754,1597,7,1754,181,156,579,99,579,0,334,5,893,152
1400000US37155960701,37,155,37155960701,"Census Tract 9607.01, Robeson County, North Carolina",5809,4871,3.8,5809,408,565,1710,301,1710,57,1213,182,3553,716
1400000US37155960702,37,155,37155960702,"Census Tract 9607.02, Robeson County, North Carolina",2816,2249,5.3,2816,125,398,960,275,960,9,686,162,1807,478
1400000US37155960801,37,155,37155960801,"Census Tract 9608.01, Robeson County, North Carolina",2938,2548,4.7,2938,359,276,776,398,776,34,223,59,1885,600
1400000US37155960802,37,155,37155960802,"Census Tract 9608.02, Robeson County, North Carolina",1077,980,17.4,1077,85,206,351,126,351,0,210,67,727,165
1400000US37155960900,37,155,37155960900,"Census Tract 9609, Robeson County, North Carolina",1996,1066,6.6,1996,86,446,742,110,742,12,501,103,1410,148
1400000US37155961000,37,155,37155961000,"Census Tract 9610, Robeson County, North Carolina",1926,1182,9.4,1926,110,282,764,196,764,6,288,63,1220,253
1400000US37155961100,37,155,37155961100,"Census Tract 9611, Robeson County, North Carolina",2185,1747,7,2185,315,158,693,325,693,48,242,63,1121,501
1400000US37155961200,37,155,37155961200,"Census Tract 9612, Robeson County, North Carolina",2961,1643,8.1,2961,132,591,1236,368,1236,30,576,218,2023,402
1400000US37155961301,37,155,37155961301,"Census Tract 9613.01, Robeson County, North Carolina",4123,2024,2.1,4123,300,1083,1525,213,1525,0,1039,212,3052,285
1400000US37155961302,37,155,37155961302,"Census Tract 9613.02, Robeson County, North Carolina",5170,3308,7.5,5170,406,663,1906,531,1906,42,837,94,2997,438
1400000US37155961400,37,155,37155961400,"Census Tract 9614, Robeson County, North Carolina",3406,1654,4.8,3406,218,586,1254,206,1254,0,999,172,2482,405
1400000US37155961500,37,155,37155961500,"Census Tract 9615, Robeson County, North Carolina",4974,2721,5.4,4974,374,709,1763,299,1763,0,1150,127,3376,572
1400000US37155961601,37,155,37155961601,"Census Tract 9616.01, Robeson County, North Carolina",4214,2378,4.5,4214,258,373,1441,270,1441,15,917,139,2446,545
1400000US37155961602,37,155,37155961602,"Census Tract 9616.02, Robeson County, North Carolina",3177,1791,2.8,3177,146,565,1171,271,1171,12,842,223,2295,495
1400000US37155961700,37,155,37155961700,"Census Tract 9617, Robeson County, North Carolina",4662,3409,4.2,4662,228,947,1873,540,1873,0,940,217,3388,751
1400000US37155961801,37,155,37155961801,"Census Tract 9618.01, Robeson County, North Carolina",4647,4506,8.9,4647,264,718,1452,423,1452,0,1051,174,2903,844
1400000US37155961802,37,155,37155961802,"Census Tract 9618.02, Robeson County, North Carolina",5300,4594,12.6,5300,393,983,1994,556,1994,0,1337,262,3899,929
1400000US37155961900,37,155,37155961900,"Census Tract 9619, Robeson County, North Carolina",4498,3384,6.8,4498,183,1009,1795,476,1795,0,1285,279,3280,851
1400000US37155962001,37,155,37155962001,"Census Tract 9620.01, Robeson County, North Carolina",3099,2876,11.3,3099,192,538,1209,497,1209,2,649,172,2115,575
1400000US37155962002,37,155,37155962002,"Census Tract 9620.02, Robeson County, North Carolina",3030,2656,14.8,3030,221,419,1143,296,1143,0,832,163,1937,542
1400000US37157040101,37,157,37157040101,"Census Tract 401.01, Rockingham County, North Carolina",4110,1251,9.4,4110,241,597,1671,171,1671,24,1269,188,3045,394
1400000US37157040102,37,157,37157040102,"Census Tract 401.02, Rockingham County, North Carolina",2187,636,9.4,2187,35,446,957,66,957,0,679,80,1602,120
1400000US37157040200,37,157,37157040200,"Census Tract 402, Rockingham County, North Carolina",3816,1375,7.7,3816,241,552,1639,425,1639,18,965,356,2917,550
1400000US37157040300,37,157,37157040300,"Census Tract 403, Rockingham County, North Carolina",3679,988,2.7,3679,35,1192,1933,231,1933,31,866,92,2849,464
1400000US37157040400,37,157,37157040400,"Census Tract 404, Rockingham County, North Carolina",6412,2287,10,6412,532,746,2318,362,2318,0,1313,193,4210,431
1400000US37157040501,37,157,37157040501,"Census Tract 405.01, Rockingham County, North Carolina",3477,902,10.1,3477,223,705,1518,264,1518,65,991,183,2459,512
1400000US37157040502,37,157,37157040502,"Census Tract 405.02, Rockingham County, North Carolina",3020,950,6.8,3020,167,652,1120,257,1120,0,719,122,2018,404
1400000US37157040601,37,157,37157040601,"Census Tract 406.01, Rockingham County, North Carolina",4010,601,6.1,4010,223,755,1482,202,1482,0,1263,91,2932,463
1400000US37157040602,37,157,37157040602,"Census Tract 406.02, Rockingham County, North Carolina",4381,1062,8.1,4381,170,815,1765,202,1765,5,1375,169,3177,574
1400000US37157040700,37,157,37157040700,"Census Tract 407, Rockingham County, North Carolina",4234,619,2.2,4234,156,1089,1816,299,1816,26,1450,216,3255,631
1400000US37157040800,37,157,37157040800,"Census Tract 408, Rockingham County, North Carolina",1610,509,2.7,1610,75,343,778,114,778,30,403,100,1267,135
1400000US37157040900,37,157,37157040900,"Census Tract 409, Rockingham County, North Carolina",2446,558,16.9,2446,126,570,1111,232,1111,15,640,131,1872,392
1400000US37157041001,37,157,37157041001,"Census Tract 410.01, Rockingham County, North Carolina",6794,1372,2.9,6794,332,891,2384,402,2384,0,1990,208,4204,639
1400000US37157041002,37,157,37157041002,"Census Tract 410.02, Rockingham County, North Carolina",5517,550,6.5,5517,247,1094,2296,412,2296,0,2037,298,4105,556
1400000US37157041100,37,157,37157041100,"Census Tract 411, Rockingham County, North Carolina",6370,1548,3.9,6370,230,1627,2513,349,2513,0,2146,409,4625,531
1400000US37157041200,37,157,37157041200,"Census Tract 412, Rockingham County, North Carolina",4534,2958,8.6,4534,166,932,2234,837,2234,0,1249,504,3267,1096
1400000US37157041300,37,157,37157041300,"Census Tract 413, Rockingham County, North Carolina",5426,2573,2.8,5426,238,1302,2586,476,2586,0,1951,504,4065,646
1400000US37157041400,37,157,37157041400,"Census Tract 414, Rockingham County, North Carolina",3088,1321,20.4,3088,175,730,1367,377,1367,33,687,84,2145,364
1400000US37157041501,37,157,37157041501,"Census Tract 415.01, Rockingham County, North Carolina",1600,245,3.1,1600,73,413,599,40,599,0,534,112,1246,185
1400000US37157041502,37,157,37157041502,"Census Tract 415.02, Rockingham County, North Carolina",6149,2373,7.3,6149,419,1491,2753,720,2753,16,1449,224,4381,682
1400000US37157041601,37,157,37157041601,"Census Tract 416.01, Rockingham County, North Carolina",3670,597,1.8,3670,136,673,1378,147,1378,57,1220,112,2844,419
1400000US37157041602,37,157,37157041602,"Census Tract 416.02, Rockingham County, North Carolina",4373,631,6.4,4373,336,897,1708,199,1708,0,1490,209,3254,479
1400000US37159050201,37,159,37159050201,"Census Tract 502.01, Rowan County, North Carolina",4342,2163,7.2,4342,272,879,1715,554,1715,52,948,219,3061,363
1400000US37159050202,37,159,37159050202,"Census Tract 502.02, Rowan County, North Carolina",5641,2456,4.1,5641,425,1079,2065,450,2065,44,1065,223,3539,394
1400000US37159050300,37,159,37159050300,"Census Tract 503, Rowan County, North Carolina",3985,1811,5.3,3985,287,584,1950,599,1950,9,625,189,3002,358
1400000US37159050400,37,159,37159050400,"Census Tract 504, Rowan County, North Carolina",3116,2732,19.1,3116,296,310,888,292,888,105,226,80,1368,171
1400000US37159050500,37,159,37159050500,"Census Tract 505, Rowan County, North Carolina",3823,1503,9.1,3823,60,815,1094,26,1094,0,627,64,2283,171
1400000US37159050700,37,159,37159050700,"Census Tract 507, Rowan County, North Carolina",3536,983,11.5,3536,159,694,1372,294,1372,0,782,97,2570,523
1400000US37159050800,37,159,37159050800,"Census Tract 508, Rowan County, North Carolina",2345,1816,9.2,2345,100,699,1016,218,1016,22,583,61,2003,274
1400000US37159050901,37,159,37159050901,"Census Tract 509.01, Rowan County, North Carolina",4869,887,10.4,4869,233,1275,1908,266,1908,12,1560,387,3505,384
1400000US37159050903,37,159,37159050903,"Census Tract 509.03, Rowan County, North Carolina",6174,914,6.2,6174,237,1073,2458,250,2458,0,2296,283,4367,233
1400000US37159050904,37,159,37159050904,"Census Tract 509.04, Rowan County, North Carolina",3077,138,5,3077,101,483,1352,162,1352,0,1106,100,2374,571
1400000US37159051001,37,159,37159051001,"Census Tract 510.01, Rowan County, North Carolina",7368,826,8.1,7368,402,1057,2928,660,2928,0,1904,384,4978,659
1400000US37159051002,37,159,37159051002,"Census Tract 510.02, Rowan County, North Carolina",7032,422,3,7032,267,691,2412,125,2412,15,1846,311,4573,363
1400000US37159051101,37,159,37159051101,"Census Tract 511.01, Rowan County, North Carolina",6738,800,4,6738,436,1580,2935,208,2935,0,2406,433,4571,548
1400000US37159051102,37,159,37159051102,"Census Tract 511.02, Rowan County, North Carolina",2727,204,7.6,2727,118,671,1214,180,1214,0,972,124,2165,255
1400000US37159051201,37,159,37159051201,"Census Tract 512.01, Rowan County, North Carolina",6442,2784,5.9,6442,444,591,1880,243,1880,60,1449,282,4356,697
1400000US37159051202,37,159,37159051202,"Census Tract 512.02, Rowan County, North Carolina",3777,1617,5.7,3777,240,792,1313,241,1313,0,1037,117,2624,300
1400000US37159051204,37,159,37159051204,"Census Tract 512.04, Rowan County, North Carolina",4613,2265,3.8,4613,125,841,1710,241,1710,311,974,398,3234,472
1400000US37159051301,37,159,37159051301,"Census Tract 513.01, Rowan County, North Carolina",1883,470,6.6,1883,102,352,773,84,773,0,439,34,1308,132
1400000US37159051302,37,159,37159051302,"Census Tract 513.02, Rowan County, North Carolina",4761,968,8.5,4761,189,1101,1883,154,1883,38,1647,221,3482,182
1400000US37159051303,37,159,37159051303,"Census Tract 513.03, Rowan County, North Carolina",5778,2318,10.1,5778,241,1050,2607,556,2607,16,1316,152,3721,350
1400000US37159051400,37,159,37159051400,"Census Tract 514, Rowan County, North Carolina",7817,2980,8.3,7817,522,1232,2764,369,2764,140,1944,375,5378,1000
1400000US37159051501,37,159,37159051501,"Census Tract 515.01, Rowan County, North Carolina",4275,1539,12.3,4275,381,373,1507,301,1507,144,887,196,2490,391
1400000US37159051502,37,159,37159051502,"Census Tract 515.02, Rowan County, North Carolina",3796,556,6.6,3796,194,630,1492,324,1492,7,926,156,2857,679
1400000US37159051600,37,159,37159051600,"Census Tract 516, Rowan County, North Carolina",6660,2218,7,6660,436,1081,2434,279,2434,102,1975,442,4579,455
1400000US37159051700,37,159,37159051700,"Census Tract 517, Rowan County, North Carolina",8103,2003,7.1,8103,550,1351,3273,635,3273,47,2400,546,5707,1073
1400000US37159051801,37,159,37159051801,"Census Tract 518.01, Rowan County, North Carolina",4565,595,1.3,4565,341,770,1641,303,1641,43,1103,219,3207,694
1400000US37159051802,37,159,37159051802,"Census Tract 518.02, Rowan County, North Carolina",4675,918,3.3,4675,234,647,1642,90,1642,0,1338,227,3526,461
1400000US37159051901,37,159,37159051901,"Census Tract 519.01, Rowan County, North Carolina",5044,605,5.6,5044,230,1031,1837,179,1837,17,1449,137,3659,352
1400000US37159051903,37,159,37159051903,"Census Tract 519.03, Rowan County, North Carolina",2753,720,10.2,2753,0,888,1305,35,1305,0,1223,149,2269,178
1400000US37159051904,37,159,37159051904,"Census Tract 519.04, Rowan County, North Carolina",3473,723,4,3473,269,489,1203,283,1203,113,859,247,2354,368
1400000US37159052000,37,159,37159052000,"Census Tract 520, Rowan County, North Carolina",2596,1480,16.4,2596,321,284,914,291,914,6,413,66,1600,169
1400000US37161960101,37,161,37161960101,"Census Tract 9601.01, Rutherford County, North Carolina",1275,215,0,1275,167,306,497,29,497,0,407,28,846,40
1400000US37161960102,37,161,37161960102,"Census Tract 9601.02, Rutherford County, North Carolina",2388,595,1.8,2388,78,634,1067,127,1067,0,921,145,1828,259
1400000US37161960103,37,161,37161960103,"Census Tract 9601.03, Rutherford County, North Carolina",2363,74,0,2363,121,433,913,84,913,0,697,90,1688,214
1400000US37161960201,37,161,37161960201,"Census Tract 9602.01, Rutherford County, North Carolina",4098,245,2.1,4098,110,1029,1760,291,1760,1,1397,204,3289,505
1400000US37161960202,37,161,37161960202,"Census Tract 9602.02, Rutherford County, North Carolina",1339,62,0,1339,43,287,497,108,497,0,471,116,1053,101
1400000US37161960203,37,161,37161960203,"Census Tract 9602.03, Rutherford County, North Carolina",1110,100,9.4,1110,44,356,489,78,489,0,428,111,843,149
1400000US37161960301,37,161,37161960301,"Census Tract 9603.01, Rutherford County, North Carolina",1433,147,7.3,1433,33,555,629,97,629,3,557,120,1194,19
1400000US37161960302,37,161,37161960302,"Census Tract 9603.02, Rutherford County, North Carolina",1380,69,7.3,1380,16,405,669,52,669,0,512,145,1124,68
1400000US37161960400,37,161,37161960400,"Census Tract 9604, Rutherford County, North Carolina",3400,466,6,3400,204,882,1336,186,1336,22,1021,124,2585,371
